elo_diff,winrate_30d_diff,form_diff,h2h_winrate_a,ranking_diff,map_winrate_diff,days_since_last_diff,lineup_age_diff,team_a_won,date,team_a,team_b,winner,event
13.666213256674837,0.0,0.0,0.0,-0.13666213256674836,0.0,4,-17,0,2024-11-15 06:30:00+00:00,L&G,GenOne,team1,United21 League Season 22
-0.8511208139750579,-0.5,0.0,0.5,0.008511208139750578,-0.5,0,7,0,2024-11-15 07:00:00+00:00,M80,FURIA,team2,Perfect World Shanghai Major 2024 Americas RMR
98.23501052463052,0.0,0.0,0.0,-0.9823501052463053,0.0,2,85,0,2024-11-15 13:00:00+00:00,Alliance,GenOne,team2,CCT Season 2 Europe Series 15 Closed Qualifier
-131.8583435877713,0.0,0.0,0.0,1.3185834358777129,0.0,3,1,0,2024-11-16 04:00:00+00:00,Aurora Young Blud,HOTU,team1,CCT Season 2 Europe Series 15 Closed Qualifier
138.32557059597548,-0.5,0.0,0.5,-1.3832557059597548,-0.5,2,1,0,2024-11-16 08:00:00+00:00,Metizport,The Huns,team1,IESF World Championship 2024
0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,2024-11-16 13:00:00+00:00,DUSTY,Þór,team1,Icelandic Esports League Season 9 Finals
-96.09416429914586,0.0,0.0,0.5,0.9609416429914586,0.0,-5,-10,0,2024-11-16 23:00:00+00:00,Natus Vincere,fnatic,team1,Perfect World Shanghai Major 2024 Europe RMR A
-102.36642295080924,0.0,0.0,0.0,1.0236642295080924,0.0,-22,-10,0,2024-11-16 23:00:00+00:00,Vitality,GamerLegion,team1,Perfect World Shanghai Major 2024 Europe RMR A
35.75043892908934,0.5,0.0,0.5,-0.3575043892908934,0.5,7,19,0,2024-11-17 00:10:00+00:00,MOUZ,Nemiga,team1,Perfect World Shanghai Major 2024 Europe RMR A
-54.271176792766255,0.0,0.0,0.0,0.5427117679276625,0.0,14,2,0,2024-11-17 01:10:00+00:00,SAW,SINNERS,team2,Perfect World Shanghai Major 2024 Europe RMR A
-174.3598583490209,0.5,0.0,0.5,1.743598583490209,0.5,16,17,0,2024-11-17 01:25:00+00:00,Falcons,ECLOT,team1,Perfect World Shanghai Major 2024 Europe RMR A
-134.48300652816215,0.5,0.0,0.0,1.3448300652816214,0.5,20,1,0,2024-11-17 02:15:00+00:00,Sangal,Rebels,team1,Perfect World Shanghai Major 2024 Europe RMR A
-5.9160114966184665,0.0,0.0,0.5,0.05916011496618467,0.0,-19,6,0,2024-11-17 02:50:00+00:00,BetBoom,UNiTY,team1,Perfect World Shanghai Major 2024 Europe RMR A
-106.55222983172462,-0.5,0.0,0.5,1.065522298317246,-0.5,-2,1,0,2024-11-17 04:00:00+00:00,Metizport,Nexus,team2,IESF World Championship 2024
-142.22812522342565,0.5,0.0,0.0,1.4222812522342565,0.5,0,15,0,2024-11-17 04:30:00+00:00,GamerLegion,ECLOT,team2,Perfect World Shanghai Major 2024 Europe RMR A
-79.12219585215848,0.5,0.0,0.5,0.7912219585215848,0.5,0,-9,0,2024-11-17 04:30:00+00:00,Natus Vincere,SINNERS,team1,Perfect World Shanghai Major 2024 Europe RMR A
-86.8726716699075,0.0,0.0,0.5,0.8687267166990751,0.0,0,-12,0,2024-11-17 05:30:00+00:00,Vitality,BetBoom,team1,Perfect World Shanghai Major 2024 Europe RMR A
-26.408107608694536,0.0,0.0,0.0,0.26408107608694537,0.0,0,0,0,2024-11-17 05:40:00+00:00,fnatic,Rebels,team1,Perfect World Shanghai Major 2024 Europe RMR A
74.79498579195183,0.0,0.0,0.5,-0.7479498579195183,0.0,0,1,0,2024-11-17 06:30:00+00:00,MOUZ,Sangal,team1,Perfect World Shanghai Major 2024 Europe RMR A
-22.282342044676852,0.5,0.0,0.0,0.22282342044676853,0.5,16,-12,0,2024-11-17 07:30:00+00:00,FaZe,Falcons,team1,Perfect World Shanghai Major 2024 Europe RMR A
-121.17002661407832,-0.5,0.0,0.5,1.2117002661407832,-0.5,0,5,0,2024-11-17 07:35:00+00:00,SAW,UNiTY,team1,Perfect World Shanghai Major 2024 Europe RMR A
16.80397283576349,0.0,0.0,0.0,-0.1680397283576349,0.0,0,-37,0,2024-11-17 18:00:00+00:00,Shimmer,Lotus fe,team1,ESL Impact Autumn 2024 Cash Cup 4 North America
-180.4182801969705,0.0,0.0,0.0,1.804182801969705,0.0,0,14,0,2024-11-17 23:00:00+00:00,SINNERS,ECLOT,team1,Perfect World Shanghai Major 2024 Europe RMR A
98.4413802938659,0.0,0.0,0.0,-0.9844138029386591,0.0,0,1,0,2024-11-18 00:00:00+00:00,Falcons,SAW,team2,Perfect World Shanghai Major 2024 Europe RMR A
10.987480674079734,0.0,0.0,0.0,-0.10987480674079735,0.0,0,-2,0,2024-11-18 00:00:00+00:00,fnatic,BetBoom,team1,Perfect World Shanghai Major 2024 Europe RMR A
-59.011137420696514,0.5,0.0,0.0,0.5901113742069651,0.5,0,-11,0,2024-11-18 01:00:00+00:00,Natus Vincere,MOUZ,team2,Perfect World Shanghai Major 2024 Europe RMR A
-95.14079457470302,0.0,0.0,0.5,0.9514079457470302,0.0,1,-18,0,2024-11-18 01:00:00+00:00,Nemiga,Rebels,team1,Perfect World Shanghai Major 2024 Europe RMR A
50.72737865275394,0.5,0.0,0.0,-0.5072737865275394,0.5,0,0,0,2024-11-18 04:10:00+00:00,FaZe,Vitality,team2,Perfect World Shanghai Major 2024 Europe RMR A
-19.470773839609137,0.0,0.0,0.5,0.19470773839609137,0.0,1,3,0,2024-11-18 05:45:00+00:00,GamerLegion,UNiTY,team1,Perfect World Shanghai Major 2024 Europe RMR A
-57.19086987321498,0.0,0.0,0.5,0.5719086987321498,0.0,-6,-31,0,2024-11-18 12:30:00+00:00,Players,paiN Academy,team1,CCT Season 2 South America Series 5
-269.7415571410811,0.5,0.0,0.5,2.697415571410811,0.5,1,16,0,2024-11-18 21:00:00+00:00,Sangal,ECLOT,team2,Perfect World Shanghai Major 2024 Europe RMR A
56.403565254400746,0.0,0.0,0.5,-0.5640356525440074,0.0,1,20,0,2024-11-19 00:00:00+00:00,BetBoom,Nemiga,team1,Perfect World Shanghai Major 2024 Europe RMR A
-33.315779500224835,0.0,0.0,0.0,0.33315779500224835,0.0,-1,-11,0,2024-11-19 00:15:00+00:00,Natus Vincere,SAW,team1,Perfect World Shanghai Major 2024 Europe RMR A
-73.10798293639755,0.0,0.0,0.5,0.7310798293639755,0.0,-1,-10,0,2024-11-19 03:00:00+00:00,FaZe,fnatic,team1,Perfect World Shanghai Major 2024 Europe RMR A
-29.840768889516085,-0.5,0.0,0.0,0.29840768889516084,-0.5,1,2,0,2024-11-19 03:00:00+00:00,Falcons,GamerLegion,team2,Perfect World Shanghai Major 2024 Europe RMR A
-9.675269885143052,-0.5,0.0,0.0,0.09675269885143052,-0.5,-9,54,0,2024-11-19 12:30:00+00:00,MIBR Academy,BESTIA Academy,team1,CCT Season 2 South America Series 5
-69.55984659315709,0.0,0.0,0.0,0.6955984659315709,0.0,0,-1,0,2024-11-19 21:00:00+00:00,SAW,BetBoom,team2,Perfect World Shanghai Major 2024 Europe RMR A
-185.06152330485702,0.0,0.0,0.5,1.8506152330485701,0.0,-1,15,0,2024-11-20 00:00:00+00:00,fnatic,ECLOT,team1,Perfect World Shanghai Major 2024 Europe RMR A
-26.649499563246764,0.0,0.0,0.0,0.26649499563246765,0.0,36,0,0,2024-11-20 01:30:00+00:00,Chinggis Warriors,ATOX,team2,1xBet MESA Asia Series 2
-51.053162684687095,0.0,0.0,0.0,0.5105316268468709,0.0,12,-70,0,2024-11-20 02:30:00+00:00,IHC,ATOX,team2,1xBet MESA Asia Series 2
-26.49453642768367,-0.5,0.0,0.0,0.2649453642768367,-0.5,1,-1,0,2024-11-20 03:45:00+00:00,SINNERS,GamerLegion,team2,Perfect World Shanghai Major 2024 Europe RMR A
-19.992776281460237,0.0,0.0,0.0,0.19992776281460237,0.0,0,2,0,2024-11-20 08:25:00+00:00,BetBoom,GamerLegion,team2,Perfect World Shanghai Major 2024 Europe RMR A
-11.904566940204404,0.0,0.0,0.0,0.11904566940204404,0.0,13,152,0,2024-11-20 15:35:00+00:00,9z Academy,BESTIA Academy,team1,CCT Season 2 South America Series 5
78.41200787393564,0.0,0.0,0.5,-0.7841200787393564,0.0,-7,0,0,2024-11-20 23:00:00+00:00,Spirit,B8,team1,Perfect World Shanghai Major 2024 Europe RMR B
-189.21689468626028,0.5,0.0,0.0,1.8921689468626028,0.5,9,-11,0,2024-11-20 23:30:00+00:00,G2,Ninjas in Pyjamas,team1,Perfect World Shanghai Major 2024 Europe RMR B
32.967946938859086,0.0,0.0,0.5,-0.3296794693885909,0.0,12,0,0,2024-11-21 00:00:00+00:00,Virtus.pro,Passion UA,team2,Perfect World Shanghai Major 2024 Europe RMR B
16.418540023817513,0.0,0.0,0.0,-0.16418540023817513,0.0,10,-1,0,2024-11-21 00:25:00+00:00,Eternal Fire,Aurora,team1,Perfect World Shanghai Major 2024 Europe RMR B
-39.20086621731889,-0.5,0.0,0.5,0.3920086621731889,-0.5,4,0,0,2024-11-21 01:25:00+00:00,HEROIC,PARIVISION,team1,Perfect World Shanghai Major 2024 Europe RMR B
-28.3398473568609,0.0,-0.5,0.5,0.28339847356860903,0.0,-10,187,0,2024-11-21 01:30:00+00:00,The Huns,Just Swing,team2,1xBet MESA Asia Series 2
-5.008729189550195,0.5,0.0,0.5,0.05008729189550195,0.5,-2,-3,0,2024-11-21 02:30:00+00:00,BIG,Sashi,team1,Perfect World Shanghai Major 2024 Europe RMR B
30.34030176640681,-0.5,0.0,0.0,-0.3034030176640681,-0.5,0,-1,0,2024-11-21 04:45:00+00:00,Ninjas in Pyjamas,PARIVISION,team1,Perfect World Shanghai Major 2024 Europe RMR B
31.321765945180687,-0.5,0.0,0.5,-0.31321765945180685,-0.5,0,1,0,2024-11-21 04:45:00+00:00,Spirit,Passion UA,team2,Perfect World Shanghai Major 2024 Europe RMR B
1.2707382110170329,-0.5,0.0,0.0,-0.01270738211017033,-0.5,0,-1,0,2024-11-21 06:10:00+00:00,B8,Aurora,team2,Perfect World Shanghai Major 2024 Europe RMR B
20.843356232130873,0.0,0.0,0.0,-0.20843356232130872,0.0,-17,-1,0,2024-11-21 07:10:00+00:00,Eternal Fire,3DMAX,team2,Perfect World Shanghai Major 2024 Europe RMR B
106.2444082580023,0.5,0.0,0.0,-1.062444082580023,0.5,18,-4,0,2024-11-21 07:10:00+00:00,Astralis,Sashi,team2,Perfect World Shanghai Major 2024 Europe RMR B
71.04131272224708,0.0,0.0,0.0,-0.7104131272224709,0.0,0,5,0,2024-11-21 08:50:00+00:00,HEROIC,BIG,team2,Perfect World Shanghai Major 2024 Europe RMR B
130.40051081542765,0.5,0.0,0.0,-1.3040051081542765,0.5,-5,6,0,2024-11-21 09:00:00+00:00,Alliance,Johnny Speeds,team2,Svenska Elitserien Fall 2024 Finals
32.732261230315544,0.0,-0.5,0.5,-0.32732261230315546,0.0,-2,20,0,2024-11-21 09:30:00+00:00,GameHunters,2070,team1,CCT Season 2 South America Series 5
-96.88913723429368,-0.5,0.0,0.0,0.9688913723429369,-0.5,-9,-98,0,2024-11-21 18:40:00+00:00,MIBR Academy,Yawara,team1,CCT Season 2 South America Series 5
7.083858278161642,0.0,0.0,0.0,-0.07083858278161642,0.0,0,0,0,2024-11-21 23:00:00+00:00,Spirit,Aurora,team1,Perfect World Shanghai Major 2024 Europe RMR B
-99.77892577737771,0.0,0.0,0.0,0.997789257773777,0.0,0,1,0,2024-11-22 00:00:00+00:00,HEROIC,Ninjas in Pyjamas,team1,Perfect World Shanghai Major 2024 Europe RMR B
-2.8108491800883257,0.0,0.0,0.5,0.02810849180088326,0.0,0,0,0,2024-11-22 00:00:00+00:00,Eternal Fire,Sashi,team2,Perfect World Shanghai Major 2024 Europe RMR B
96.00450958052079,0.5,0.0,0.0,-0.9600450958052079,0.5,0,3,0,2024-11-22 01:00:00+00:00,Passion UA,BIG,team2,Perfect World Shanghai Major 2024 Europe RMR B
-103.89907825792625,-0.5,0.0,0.0,1.0389907825792626,-0.5,1,-12,0,2024-11-22 04:10:00+00:00,G2,3DMAX,team2,Perfect World Shanghai Major 2024 Europe RMR B
-25.20749584807095,-0.5,0.0,0.0,0.2520749584807095,-0.5,-27,112,0,2024-11-22 04:15:00+00:00,Gaimin Gladiators,Betclic,team2,European Pro League 2nd Division Season 17
48.30033019965413,0.5,0.0,0.5,-0.4830033019965413,0.5,0,-4,0,2024-11-22 04:20:00+00:00,Astralis,B8,team1,Perfect World Shanghai Major 2024 Europe RMR B
8.280116128041755,0.0,0.0,0.0,-0.08280116128041755,0.0,1,-70,0,2024-11-22 04:30:00+00:00,IHC,The Huns,team1,1xBet MESA Asia Series 2
16.909711168301328,0.0,0.0,0.5,-0.16909711168301328,0.0,1,-64,0,2024-11-22 07:00:00+00:00,NIP Impact,BIG EQUIPA,team2,ESL Impact League Season 6 Finals
106.43928545603103,0.0,0.0,0.5,-1.0643928545603103,0.0,-50,89,0,2024-11-22 12:10:00+00:00,BIG EQUIPA,FURIA fe,team2,ESL Impact League Season 6 Finals
-97.74029945332813,0.5,0.0,0.0,0.9774029945332814,0.5,0,0,0,2024-11-22 20:55:00+00:00,Fluxo,Sharks,team1,Desafio Brasileiro de Esports 2024 Finals
-22.569558172155666,-0.5,0.0,0.5,0.22569558172155665,-0.5,-1,0,0,2024-11-22 23:00:00+00:00,Sashi,Virtus.pro,team2,Perfect World Shanghai Major 2024 Europe RMR B
54.63197925951454,0.0,0.0,0.5,-0.5463197925951454,0.0,0,-1,0,2024-11-23 02:00:00+00:00,Passion UA,HEROIC,team2,Perfect World Shanghai Major 2024 Europe RMR B
65.83654965623191,0.0,0.0,0.5,-0.6583654965623191,0.0,2,-117,0,2024-11-23 02:40:00+00:00,Just Swing,IHC,team1,1xBet MESA Asia Series 2
-65.22427534632038,0.0,0.0,0.0,0.6522427534632038,0.0,0,3,0,2024-11-23 05:00:00+00:00,Eternal Fire,Astralis,team2,Perfect World Shanghai Major 2024 Europe RMR B
47.9253475967746,0.0,0.0,0.5,-0.479253475967746,0.0,3,188,0,2024-11-23 05:00:00+00:00,ATOX,Just Swing,team1,1xBet MESA Asia Series 2
-143.04542702085905,0.0,0.0,0.0,1.4304542702085905,0.0,0,-12,0,2024-11-23 05:00:00+00:00,G2,Spirit,team1,Perfect World Shanghai Major 2024 Europe RMR B
74.04371424095348,0.5,0.0,0.5,-0.7404371424095347,0.5,3,33,0,2024-11-23 06:30:00+00:00,BC.Game,GenOne,team1,European Pro League 2nd Division Season 17
-4.107405094290925,0.0,0.0,0.0,0.04107405094290925,0.0,-1,64,0,2024-11-23 08:15:00+00:00,BIG EQUIPA,NIP Impact,team1,ESL Impact League Season 6 Finals
-32.79247937000446,0.0,0.0,0.5,0.32792479370004457,0.0,2,91,0,2024-11-23 09:30:00+00:00,Players,2070,team1,CCT Season 2 South America Series 5
183.10792828766148,-0.5,0.0,0.5,-1.8310792828766147,-0.5,-137,34,0,2024-11-23 09:50:00+00:00,ECLOT,BRUTE,team1,Tipsport MČR 2024
94.42472677038518,0.5,0.0,0.5,-0.9442472677038518,0.5,1,-2,0,2024-11-23 11:30:00+00:00,ENCE,Zero Tenacity,team1,A1 Gaming League Season 9
-86.92407091073778,0.0,0.0,0.0,0.8692407091073778,0.0,0,-6,0,2024-11-23 11:45:00+00:00,Johnny Speeds,Alliance,team1,Svenska Elitserien Fall 2024 Finals
-95.11158506421543,0.0,0.0,0.0,0.9511158506421543,0.0,1,0,0,2024-11-23 12:30:00+00:00,9z Academy,Yawara,team2,CCT Season 2 South America Series 5
40.443242163926925,0.0,0.0,0.5,-0.40443242163926924,0.0,0,-3,0,2024-11-24 00:10:00+00:00,Astralis,Passion UA,team2,Perfect World Shanghai Major 2024 Europe RMR B
46.90926055821592,0.0,0.0,0.5,-0.4690926055821592,0.0,-1,1,0,2024-11-24 03:00:00+00:00,Spirit,Sashi,team1,Perfect World Shanghai Major 2024 Europe RMR B
-23.92870389779796,0.0,0.0,0.0,0.2392870389779796,0.0,73,0,0,2024-11-24 04:00:00+00:00,Imperial Valkyries,BIG EQUIPA,team1,ESL Impact League Season 6 Finals
76.15714282051727,0.0,0.0,0.5,-0.7615714282051727,0.0,2,-2,0,2024-11-24 07:00:00+00:00,Ninjas in Pyjamas,Spirit,team2,Perfect World Shanghai Major 2024 Europe RMR B
-125.66670130365355,0.5,0.0,0.0,1.2566670130365356,0.5,6,12,0,2024-11-24 07:40:00+00:00,UNiTY,ECLOT,team2,Tipsport MČR 2024
-68.33369693742452,-0.5,0.0,0.0,0.6833369693742452,-0.5,13,2,0,2024-11-24 09:00:00+00:00,Monte,ENCE,team2,A1 Gaming League Season 9
10.292129634003459,0.0,0.0,0.5,-0.1029212963400346,0.0,-1,89,0,2024-11-24 10:30:00+00:00,Imperial Valkyries,FURIA fe,team1,ESL Impact League Season 6 Finals
-59.606098421856586,-0.5,0.0,0.5,0.5960609842185659,-0.5,-5,52,0,2024-11-24 14:30:00+00:00,9z Academy,paiN Academy,team2,CCT Season 2 South America Series 5
-94.6834911452504,0.0,0.0,0.5,0.946834911452504,0.0,8,-49,0,2024-11-25 04:00:00+00:00,L&G,BC.Game,team2,European Pro League 2nd Division Season 17
77.67741223433882,0.0,0.0,0.5,-0.7767741223433882,0.0,-6,-100,0,2024-11-25 07:15:00+00:00,Betclic,Aurora Young Blud,team2,European Pro League 2nd Division Season 17
-63.97704766397692,0.0,0.0,0.5,0.6397704766397692,0.0,19,23,0,2024-11-25 11:30:00+00:00,ShindeN,2070,team2,CCT Season 2 South America Series 5
164.72485509327134,-0.5,0.0,0.0,-1.6472485509327135,-0.5,-6,16,0,2024-11-25 12:00:00+00:00,9INE,Insilio,team2,Chicken.GG Cup 2024
-57.94472077302339,-0.5,0.0,0.5,0.579447207730234,-0.5,-7,133,0,2024-11-25 12:05:00+00:00,Gaimin Gladiators,Fire Flux,team1,Galaxy Battle 4
-157.42262970478077,0.0,0.0,0.0,1.5742262970478078,0.0,0,-83,0,2024-11-25 14:30:00+00:00,Players,Yawara,team1,CCT Season 2 South America Series 5
-41.918480440230724,-0.5,0.0,0.5,0.4191848044023072,-0.5,-1,109,0,2024-11-26 04:00:00+00:00,Gaimin Gladiators,L&G,team1,European Pro League 2nd Division Season 17
-66.04854218386618,0.5,0.0,0.5,0.6604854218386618,0.5,11,-28,0,2024-11-26 11:00:00+00:00,WOPA,9INE,team1,Chicken.GG Cup 2024
29.853881797379017,0.0,0.0,0.5,-0.29853881797379017,0.0,3,171,0,2024-11-26 12:00:00+00:00,1win,Arrow,team1,ESEA Advanced Season 51 Europe
-39.553228840319434,0.0,0.0,0.5,0.3955322884031943,0.0,1,13,0,2024-11-26 14:30:00+00:00,Insilio,WOPA,team2,Chicken.GG Cup 2024
-178.48649753579207,0.0,0.0,0.5,1.7848649753579207,0.0,-7,-4,0,2024-11-26 14:30:00+00:00,UNiTY,Nexus,team2,ESEA Advanced Season 51 Europe
54.88510825445678,-0.5,0.0,0.5,-0.5488510825445678,-0.5,-1,52,0,2024-11-26 17:30:00+00:00,Yawara,paiN Academy,team1,CCT Season 2 South America Series 5
-62.8060327359517,-0.5,0.0,0.0,0.628060327359517,-0.5,0,112,0,2024-11-27 04:00:00+00:00,Gaimin Gladiators,Betclic,team1,European Pro League 2nd Division Season 17
150.0037499573325,0.5,0.0,0.0,-1.500037499573325,0.5,1,-47,0,2024-11-27 06:55:00+00:00,BC.Game,Aurora Young Blud,team1,European Pro League 2nd Division Season 17
30.913910202330044,0.0,0.0,0.5,-0.3091391020233004,0.0,-18,-63,0,2024-11-27 11:00:00+00:00,Partizan,Lazer Cats,team1,ESEA Advanced Season 51 Europe
-63.13644513291092,-0.5,0.0,0.0,0.6313644513291092,-0.5,15,114,0,2024-11-27 11:00:00+00:00,GUN5,Betclic,team2,Chicken.GG Cup 2024
102.207627501062,0.5,0.0,0.0,-1.02207627501062,0.5,0,-113,0,2024-11-27 13:15:00+00:00,Betclic,Gaimin Gladiators,team1,Chicken.GG Cup 2024
-232.94503989858185,0.5,0.0,0.5,2.3294503989858186,0.5,3,16,0,2024-11-27 19:05:00+00:00,Fluxo,Yawara,team1,CCT Season 2 South America Series 5
39.23774566670363,0.0,0.0,0.0,-0.39237745666703633,0.0,0,-12,0,2024-11-28 04:00:00+00:00,Aurora Young Blud,Gaimin Gladiators,team2,European Pro League 2nd Division Season 17
50.91615913611008,0.0,0.0,0.0,-0.5091615913611008,0.0,17,1,0,2024-11-28 09:00:00+00:00,CPH Wolves,1win,team1,ESEA Advanced Season 51 Europe
46.45410108291776,0.0,0.0,0.5,-0.4645410108291776,0.0,42,157,0,2024-11-28 09:30:00+00:00,Dusty Roots,GameHunters,team1,CCT Season 2 South America Series 5
-42.03735055905872,0.0,0.0,0.0,0.4203735055905872,0.0,17,-12,0,2024-11-28 12:00:00+00:00,FAVBET,Nexus,team1,ESEA Advanced Season 51 Europe
-16.3483579916915,0.0,0.0,0.5,0.163483579916915,0.0,15,-32,0,2024-11-28 12:30:00+00:00,500,BC.Game,team1,ESEA Advanced Season 51 Europe
-38.71967041511789,0.0,0.0,0.5,0.3871967041511789,0.0,2,189,0,2024-11-28 12:30:00+00:00,Sharks,2070,team1,CCT Season 2 South America Series 5
25.5518325943508,0.0,0.0,0.0,-0.255518325943508,0.0,-1,-1,0,2024-11-28 13:10:00+00:00,Gaimin Gladiators,GUN5,team1,Chicken.GG Cup 2024
158.84751936006774,0.0,0.0,0.5,-1.5884751936006773,0.0,0,-60,0,2024-11-29 04:00:00+00:00,BC.Game,Gaimin Gladiators,team1,European Pro League 2nd Division Season 17
-38.05937282810714,0.5,0.0,0.5,0.3805937282810714,0.5,14,28,0,2024-11-29 06:45:00+00:00,kONO,BC.Game,team2,United21 League Season 23
-36.583987384658485,0.0,0.0,0.5,0.36583987384658484,0.0,27,95,0,2024-11-29 11:00:00+00:00,CYBERSHOKE,Partizan,team1,ESEA Advanced Season 51 Europe
-27.245629004144575,0.0,0.0,0.5,0.2724562900414458,0.0,-52,-5,0,2024-11-29 13:35:00+00:00,Imperial Valkyries,MIBR fe,team1,FERJEE Rainhas do Clutch 2024 Finals
78.62705928698801,0.5,0.0,0.5,-0.7862705928698801,0.5,1,86,0,2024-11-29 14:30:00+00:00,WOPA,Betclic,team2,Chicken.GG Cup 2024
16.764317716647383,0.5,0.0,0.0,-0.16764317716647384,0.5,16,98,0,2024-11-29 18:45:00+00:00,ODDIK,Players,team1,CCT Season 2 South America Series 5
17.41915951786791,0.0,0.0,0.5,-0.1741915951786791,0.0,-11,-1,0,2024-11-29 22:25:00+00:00,Virtus.pro,MIBR,team2,Perfect World Shanghai Major 2024 Opening Stage
-10.236444059763926,0.0,0.0,0.5,0.10236444059763926,0.0,5,-7,0,2024-11-29 22:25:00+00:00,FURIA,GamerLegion,team2,Perfect World Shanghai Major 2024 Opening Stage
-54.73930108452396,0.5,0.0,0.0,0.5473930108452396,0.5,1,-3,0,2024-11-30 00:25:00+00:00,BIG,Passion UA,team1,Perfect World Shanghai Major 2024 Opening Stage
6.877556413533057,-0.5,0.0,0.5,-0.06877556413533056,-0.5,-6,-2,0,2024-11-30 00:55:00+00:00,fnatic,Wildcard,team2,Perfect World Shanghai Major 2024 Opening Stage
-107.04497473342212,0.0,0.0,0.0,1.0704497473342212,0.0,-11,-1,0,2024-11-30 01:30:00+00:00,The MongolZ,Rare Atom,team1,Perfect World Shanghai Major 2024 Opening Stage
31.066614332333984,0.0,0.0,0.0,-0.31066614332333986,0.0,1,-3,0,2024-11-30 02:05:00+00:00,paiN,Imperial,team1,Perfect World Shanghai Major 2024 Opening Stage
-27.813386714653916,-0.5,0.0,0.0,0.27813386714653915,-0.5,-16,3,0,2024-11-30 03:55:00+00:00,BIG,FlyQuest,team2,Perfect World Shanghai Major 2024 Opening Stage
-141.45966426420182,0.0,0.0,0.0,1.4145966426420182,0.0,1,62,0,2024-11-30 04:10:00+00:00,GUN5,BC.Game,team1,European Pro League Season 21
-67.0465764700541,0.0,0.0,0.0,0.6704657647005411,0.0,0,-1,0,2024-11-30 04:50:00+00:00,The MongolZ,MIBR,team1,Perfect World Shanghai Major 2024 Opening Stage
-78.62361022208165,0.0,0.0,0.5,0.7862361022208165,0.0,0,0,0,2024-11-30 05:50:00+00:00,Virtus.pro,Rare Atom,team1,Perfect World Shanghai Major 2024 Opening Stage
-43.21184957977425,-0.5,0.0,0.0,0.43211849579774253,-0.5,16,-3,0,2024-11-30 05:55:00+00:00,Liquid,Wildcard,team1,Perfect World Shanghai Major 2024 Opening Stage
-98.22467279671127,0.0,0.0,0.5,0.9822467279671128,0.0,-5,80,0,2024-11-30 06:30:00+00:00,Aurora Young Blud,GenOne,team1,European Pro League Season 21
-3.6970477894785745,-0.5,0.0,0.5,0.03697047789478575,-0.5,0,-81,0,2024-11-30 06:30:00+00:00,Betclic,kONO,team1,United21 League Season 23
-41.91783357457234,0.0,0.0,0.0,0.41917833574572344,0.0,0,9,0,2024-11-30 06:50:00+00:00,Imperial,FURIA,team2,Perfect World Shanghai Major 2024 Opening Stage
74.9252979218561,0.0,0.0,0.0,-0.749252979218561,0.0,0,-14,0,2024-11-30 07:00:00+00:00,FAVBET,CPH Wolves,team2,ESEA Advanced Season 51 Europe
199.20781233304592,0.0,0.0,0.5,-1.9920781233304592,0.0,-1,45,0,2024-11-30 07:00:00+00:00,Nexus,Lazer Cats,team1,ESEA Advanced Season 51 Europe
-86.99886406638348,0.5,0.0,0.5,0.8699886406638347,0.5,0,-1,0,2024-11-30 07:00:00+00:00,paiN,GamerLegion,team2,Perfect World Shanghai Major 2024 Opening Stage
-15.869106494042398,0.5,0.0,0.5,0.15869106494042398,0.5,2,94,0,2024-11-30 11:00:00+00:00,1win,GenOne,team2,ESEA Advanced Season 51 Europe
20.616784358910536,0.5,0.0,0.0,-0.20616784358910537,0.5,-2,-103,0,2024-11-30 11:30:00+00:00,Partizan,UNiTY,team1,ESEA Advanced Season 51 Europe
70.5810410652889,0.0,0.0,0.5,-0.705810410652889,0.0,3,-121,0,2024-11-30 12:00:00+00:00,Fire Flux,CYBERSHOKE,team2,ESEA Advanced Season 51 Europe
-41.317491193108935,0.0,0.0,0.0,0.41317491193108935,0.0,1,113,0,2024-11-30 12:00:00+00:00,Gaimin Gladiators,Betclic,team1,Chicken.GG Cup 2024
5.518705936890001,0.5,0.0,0.5,-0.05518705936890001,0.5,20,-80,0,2024-11-30 14:00:00+00:00,RED Canids Academy,Players,team1,Liga Gamers Club 2024 Serie A November Cup
31.139834427388223,-0.5,0.0,0.0,-0.31139834427388224,-0.5,2,0,0,2024-11-30 14:30:00+00:00,Sharks,ODDIK,team2,CCT Season 2 South America Series 5
-5.937346986480179,0.0,-0.5,0.5,0.05937346986480179,0.0,-10,88,0,2024-11-30 14:30:00+00:00,L&G,Nuclear TigeRES,team1,ESEA Advanced Season 51 Europe
-37.403391430053034,0.0,0.0,0.0,0.37403391430053035,0.0,-5,88,0,2024-11-30 16:40:00+00:00,Imperial Valkyries,FURIA fe,team1,FERJEE Rainhas do Clutch 2024 Finals
-99.66980178985386,-0.5,0.0,0.0,0.9966980178985386,-0.5,2,0,0,2024-11-30 17:45:00+00:00,Fluxo,ODDIK,team1,CCT Season 2 South America Series 5
15.25005564994467,0.5,0.0,0.5,-0.15250055649944672,0.5,0,1,0,2024-11-30 22:00:00+00:00,MIBR,Passion UA,team2,Perfect World Shanghai Major 2024 Opening Stage
-70.13702982274526,-0.5,0.0,0.0,0.7013702982274527,-0.5,0,-3,0,2024-11-30 22:00:00+00:00,BIG,Virtus.pro,team1,Perfect World Shanghai Major 2024 Opening Stage
