match_id,date,team_a,team_b,event,tournament,match_type,status,stream_url,source
ps_1504743,2026-06-05 14:00:00,TBD,TBD,CCT Europe,Series 3 2026,best_of,not_started,https://kick.com/cct_cs,pandascore
ps_1508645,2026-06-05 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,https://www.twitch.tv/ESLCSb,pandascore
ps_1508646,2026-06-05 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,https://www.twitch.tv/ESLCSb,pandascore
ps_1504744,2026-06-05 17:00:00,TBD,TBD,CCT Europe,Series 3 2026,best_of,not_started,https://kick.com/cct_cs,pandascore
ps_1504758,2026-06-06 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504745,2026-06-06 10:00:00,TBD,TBD,CCT Europe,Series 3 2026,best_of,not_started,https://kick.com/cct_cs,pandascore
ps_1504759,2026-06-06 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1508648,2026-06-06 10:30:00,Astralis,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508649,2026-06-06 10:30:00,G2,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508650,2026-06-06 10:30:00,FUT Esports,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508647,2026-06-06 10:30:00,Spirit,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508664,2026-06-06 10:30:00,9z,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508671,2026-06-06 10:30:00,paiN,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508651,2026-06-06 10:30:00,Legacy,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508672,2026-06-06 10:30:00,Monte,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504746,2026-06-06 13:00:00,TBD,TBD,CCT Europe,Series 3 2026,best_of,not_started,https://kick.com/cct_cs,pandascore
ps_1508674,2026-06-06 15:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508673,2026-06-06 15:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504747,2026-06-06 16:00:00,TBD,TBD,CCT Europe,Series 3 2026,best_of,not_started,https://kick.com/cct_cs,pandascore
ps_1508676,2026-06-06 16:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508675,2026-06-06 16:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508677,2026-06-06 17:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508678,2026-06-06 17:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508680,2026-06-06 18:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508679,2026-06-06 18:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504763,2026-06-07 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504764,2026-06-07 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1508682,2026-06-07 12:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508681,2026-06-07 12:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508684,2026-06-07 13:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508683,2026-06-07 13:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508686,2026-06-07 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508685,2026-06-07 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508687,2026-06-07 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508688,2026-06-07 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504750,2026-06-08 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504751,2026-06-08 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1508708,2026-06-08 12:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508707,2026-06-08 12:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508710,2026-06-08 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508709,2026-06-08 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508712,2026-06-08 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508711,2026-06-08 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504755,2026-06-09 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504756,2026-06-09 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1508713,2026-06-09 12:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508714,2026-06-09 14:30:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1508715,2026-06-09 17:00:00,TBD,TBD,IEM,Cologne Major 2026,best_of,not_started,,pandascore
ps_1504760,2026-06-10 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504761,2026-06-10 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504765,2026-06-11 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504766,2026-06-11 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504762,2026-06-12 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504767,2026-06-12 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504752,2026-06-13 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1504757,2026-06-13 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,https://kick.com/eplcs_en,pandascore
ps_1469385,2026-06-13 14:00:00,TBD,TBD,UKIC,Masters Division season 10 2026,best_of,not_started,https://www.twitch.tv/UKICircuit,pandascore
ps_1504768,2026-06-14 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504769,2026-06-14 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504770,2026-06-15 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504771,2026-06-15 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504772,2026-06-16 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504773,2026-06-16 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504774,2026-06-17 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504775,2026-06-17 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504776,2026-06-18 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504777,2026-06-18 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504778,2026-06-19 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504779,2026-06-19 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504780,2026-06-20 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504781,2026-06-20 10:30:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504782,2026-06-21 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1504783,2026-06-22 08:00:00,TBD,TBD,European Pro League,Series 7 2026,best_of,not_started,,pandascore
ps_1497831,2026-06-27 15:00:00,TBD,TBD,DACH CS Masters,Season 5 2026,best_of,not_started,https://www.twitch.tv/dachcs,pandascore
