match_id,date,team_a,team_b,score_a,score_b,winner,event,maps
hltv_match_2381777,2025-04-24 12:30:00+00:00,INFURITY,Nordix,,,team2,MistGames Nordic Championship 2025,0
hltv_match_2381797,2025-04-24 13:00:00+00:00,500,Imperial,,,team2,CCT Global Finals 2025,0
hltv_match_2381886,2025-04-24 14:00:00+00:00,Imperial Valkyries,ECLOT,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2381778,2025-04-24 14:20:00+00:00,1ADL,777,,,team1,MistGames Nordic Championship 2025,0
hltv_match_2381769,2025-04-25 03:00:00+00:00,GamerLegion,Falcons,,,team2,IEM Melbourne 2025,0
hltv_match_2381734,2025-04-25 03:40:00+00:00,Reverse Sweep,Chinggis Warriors,,,team2,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2381717,2025-04-25 04:00:00+00:00,SINNERS,Insilio,,,team1,European Pro League Season 24,0
hltv_match_2381798,2025-04-25 04:00:00+00:00,Partizan,BC.Game,,,team1,CCT Global Finals 2025,0
hltv_match_2381735,2025-04-25 05:15:00+00:00,Change The Game,Exusiai,,,team1,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2381770,2025-04-25 06:00:00+00:00,The MongolZ,Liquid,,,team1,IEM Melbourne 2025,0
hltv_match_2381799,2025-04-25 07:00:00+00:00,Wildcard,500,,,team1,CCT Global Finals 2025,0
hltv_match_2381800,2025-04-25 10:00:00+00:00,B8,HEROIC,,,team1,CCT Global Finals 2025,0
hltv_match_2381887,2025-04-25 11:00:00+00:00,ENCE,500,,,team1,Tipsport Conquest of Prague 2025,0
hltv_match_2381779,2025-04-25 12:00:00+00:00,Nordix,777,,,team1,MistGames Nordic Championship 2025,0
hltv_match_2381801,2025-04-25 13:00:00+00:00,BetBoom,Imperial,,,team1,CCT Global Finals 2025,0
hltv_match_2381939,2025-04-25 15:10:00+00:00,Galorys,MIBR Academy,,,team1,Liga Gamers Club 2025 Serie A April Cup,0
hltv_match_2381738,2025-04-26 02:40:00+00:00,Rare Atom,Just Swing,,,team1,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2381771,2025-04-26 03:00:00+00:00,MOUZ,Falcons,,,team2,IEM Melbourne 2025,0
hltv_match_2381802,2025-04-26 04:00:00+00:00,Wildcard,HEROIC,,,team2,CCT Global Finals 2025,0
hltv_match_2381873,2025-04-26 04:00:00+00:00,kONO,GenOne,,,team1,United21 League Season 30,0
hltv_match_2381739,2025-04-26 05:15:00+00:00,JiJieHao,NomadS,,,team1,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2381925,2025-04-26 05:30:00+00:00,hypewrld,Cyber Empire,,,team1,Battle of Baltics 2025,0
hltv_match_2381772,2025-04-26 06:00:00+00:00,Vitality,The MongolZ,,,team1,IEM Melbourne 2025,0
hltv_match_2381892,2025-04-26 07:30:00+00:00,Metizport,CYBERSHOKE,,,team1,Galaxy Battle 2025 Phase 1,0
hltv_match_2381803,2025-04-26 07:40:00+00:00,Partizan,Imperial,,,team1,CCT Global Finals 2025,0
hltv_match_2381524,2025-04-26 08:00:00+00:00,ECLOT,OG,,,team2,A1 Gaming League Season 10,0
hltv_match_2381921,2025-04-26 08:00:00+00:00,ENCE Academy,HAVU,,,team1,Elisa Open Finland Season 9,0
hltv_match_2381990,2025-04-26 09:00:00+00:00,Lilmix,Northern Lights,,,team2,Svenska CS-Ligan 2025,0
hltv_match_2381893,2025-04-26 11:00:00+00:00,ECLOT,ECSTATIC,,,team2,Galaxy Battle 2025 Phase 1,0
hltv_match_2381804,2025-04-26 11:30:00+00:00,B8,BetBoom,,,team1,CCT Global Finals 2025,0
hltv_match_2381994,2025-04-26 12:15:00+00:00,Northern Lights,Metizport,,,team2,Svenska CS-Ligan 2025,0
hltv_match_2382053,2025-04-26 14:00:00+00:00,Sashi,Prestige,,,team1,Gamebox Festival 2025,0
hltv_match_2381805,2025-04-26 15:55:00+00:00,HEROIC,Partizan,,,team1,CCT Global Finals 2025,0
hltv_match_2382099,2025-04-26 23:00:00+00:00,NRG,FlyQuest RED,,,team1,Fragadelphia Las Vegas 2025,0
hltv_match_2381773,2025-04-27 02:30:00+00:00,Falcons,Vitality,,,team2,IEM Melbourne 2025,0
hltv_match_2381740,2025-04-27 02:40:00+00:00,Chinggis Warriors,Change The Game,,,team1,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2382107,2025-04-27 03:40:00+00:00,Ninjas in Pyjamas,GameHunters,,,team1,Fragadelphia Las Vegas 2025,0
hltv_match_2382057,2025-04-27 04:00:00+00:00,Sashi,Tricked,,,team2,Gamebox Festival 2025,0
hltv_match_2381940,2025-04-27 04:00:00+00:00,GENESIS,Nii Kerge,,,team1,kleverr Meistriliiga Season 2 Finals,0
hltv_match_2381742,2025-04-27 05:40:00+00:00,Just Swing,Chinggis Warriors,,,team2,Hero Esports Asian Champions League 2025 Closed Qualifier,0
hltv_match_2381806,2025-04-27 07:00:00+00:00,BetBoom,HEROIC,,,team2,CCT Global Finals 2025,0
hltv_match_2381896,2025-04-27 07:30:00+00:00,Passion UA,Fire Flux,,,team1,Galaxy Battle 2025 Phase 1,0
hltv_match_2381526,2025-04-27 08:00:00+00:00,ENCE,Zero Tenacity,,,team1,A1 Gaming League Season 10,0
hltv_match_2381897,2025-04-27 11:00:00+00:00,GUN5,PARIVISION,,,team1,Galaxy Battle 2025 Phase 1,0
hltv_match_2381924,2025-04-27 11:40:00+00:00,ENCE Academy,HAVU,,,team1,Elisa Open Finland Season 9,0
hltv_match_2381807,2025-04-27 12:00:00+00:00,B8,HEROIC,,,team2,CCT Global Finals 2025,0
hltv_match_2382110,2025-04-27 15:30:00+00:00,NRG,Ninjas in Pyjamas,,,team2,Fragadelphia Las Vegas 2025,0
hltv_match_2382112,2025-04-27 20:30:00+00:00,Sharks,Ninjas in Pyjamas,,,team2,Fragadelphia Las Vegas 2025,0
hltv_match_2381974,2025-04-28 04:00:00+00:00,ECLOT,UNiTY,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2381967,2025-04-28 07:35:00+00:00,Passion UA,Zero Tenacity,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381938,2025-04-28 08:00:00+00:00,Nexus,Sangal,,,team1,YGames Pro Series Season 5,0
hltv_match_2382113,2025-04-30 10:55:00+00:00,BIG,Eruption,,,team1,MESA Nomadic Masters Spring 2025,0
hltv_match_2381935,2025-04-30 13:10:00+00:00,Nexus,CYBERSHOKE,,,team1,Tipsport Conquest of Prague 2025,0
hltv_match_2381909,2025-04-30 13:35:00+00:00,FaZe,Falcons,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2382117,2025-04-30 23:00:00+00:00,The Huns,Eruption,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2382118,2025-05-01 03:50:00+00:00,SAW,Chinggis Warriors,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2381986,2025-05-01 04:00:00+00:00,ECLOT,Sashi,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2381910,2025-05-01 05:00:00+00:00,paiN,Wildcard,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2381987,2025-05-01 07:00:00+00:00,AMKAL,FAVBET,,,team2,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382136,2025-05-01 07:30:00+00:00,RUBY,CPH Wolves,,,team1,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2381971,2025-05-01 07:40:00+00:00,Fire Flux,Monte,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381960,2025-05-01 08:00:00+00:00,The Huns,Rare Atom,,,team1,ESL Challenger League Season 49 Asia-Pacific,0
hltv_match_2382119,2025-05-01 08:00:00+00:00,HEROIC,JiJieHao,,,team1,MESA Nomadic Masters Spring 2025,0
hltv_match_2381911,2025-05-01 08:10:00+00:00,MOUZ,Vitality,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2381912,2025-05-01 11:45:00+00:00,FlyQuest,FaZe,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2382120,2025-05-01 11:55:00+00:00,B8,BIG,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2382061,2025-05-01 13:30:00+00:00,ECLOT,Passion UA,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2381913,2025-05-01 15:10:00+00:00,Spirit,Falcons,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2382121,2025-05-01 22:15:00+00:00,Chinggis Warriors,Eruption,,,team1,MESA Nomadic Masters Spring 2025,0
hltv_match_2382122,2025-05-02 01:00:00+00:00,JiJieHao,B8,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2382131,2025-05-02 04:00:00+00:00,Zero Tenacity,UNiTY,,,team1,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2381972,2025-05-02 04:00:00+00:00,SINNERS,Alliance,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381973,2025-05-02 07:00:00+00:00,CYBERSHOKE,Sashi,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381914,2025-05-02 10:00:00+00:00,MOUZ,FaZe,,,team1,BLAST Rivals 2025 Season 1,0
hltv_match_2382062,2025-05-02 11:00:00+00:00,Partizan,500,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2382182,2025-05-02 12:00:00+00:00,HAVU,GENESIS,,,team1,Vivatbet Cashgrab Cup 2025,0
hltv_match_2381949,2025-05-02 12:15:00+00:00,Imperial,Sharks,,,team1,FiReLEAGUE Buenos Aires 2025,0
hltv_match_2381915,2025-05-02 12:25:00+00:00,Wildcard,Spirit,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2381950,2025-05-02 15:00:00+00:00,BESTIA,9z,,,team2,FiReLEAGUE Buenos Aires 2025,0
hltv_match_2381951,2025-05-02 18:30:00+00:00,Imperial,9z,,,team1,FiReLEAGUE Buenos Aires 2025,0
hltv_match_2381963,2025-05-03 02:00:00+00:00,The Huns,Chinggis Warriors,,,team1,ESL Challenger League Season 49 Asia-Pacific,0
hltv_match_2382079,2025-05-03 04:00:00+00:00,RUBY,Fire Flux,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381962,2025-05-03 05:30:00+00:00,Lynn Vision,TYLOO,,,team1,ESL Challenger League Season 49 Asia-Pacific,0
hltv_match_2382080,2025-05-03 07:00:00+00:00,SINNERS,Sashi,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381545,2025-05-03 07:30:00+00:00,OG,Spirit Academy,,,team2,A1 Gaming League Season 10,0
hltv_match_2382123,2025-05-03 08:05:00+00:00,B8,BIG,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2381916,2025-05-03 10:00:00+00:00,Falcons,MOUZ,,,team1,BLAST Rivals 2025 Season 1,0
hltv_match_2382141,2025-05-03 10:00:00+00:00,Zero Tenacity,AMKAL,,,team2,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2382081,2025-05-03 10:00:00+00:00,Monte,RUBY,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381993,2025-05-03 10:20:00+00:00,EYEBALLERS,Johnny Speeds,,,team2,Svenska CS-Ligan 2025,0
hltv_match_2381544,2025-05-03 10:30:00+00:00,BetBoom,GUN5,,,team1,A1 Gaming League Season 10,0
hltv_match_2381997,2025-05-03 12:00:00+00:00,Alliance,Johnny Speeds,,,team2,Svenska CS-Ligan 2025,0
hltv_match_2382124,2025-05-03 12:15:00+00:00,HEROIC,Chinggis Warriors,,,team1,MESA Nomadic Masters Spring 2025,0
hltv_match_2381917,2025-05-03 13:00:00+00:00,Vitality,Spirit,,,team1,BLAST Rivals 2025 Season 1,0
hltv_match_2382192,2025-05-03 16:15:00+00:00,NRG,Marsborne,,,team1,PrizePicks NA Revival Series 6,0
hltv_match_2382125,2025-05-04 00:55:00+00:00,B8,Chinggis Warriors,,,team1,MESA Nomadic Masters Spring 2025,0
hltv_match_2381964,2025-05-04 02:00:00+00:00,The Huns,TYLOO,,,team2,ESL Challenger League Season 49 Asia-Pacific,0
hltv_match_2382083,2025-05-04 04:00:00+00:00,9INE,ECSTATIC,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2381948,2025-05-04 05:00:00+00:00,Rooster,Mindfreak,,,team1,ESL Challenger League Season 49 Oceania,0
hltv_match_2381965,2025-05-04 05:30:00+00:00,Lynn Vision,TYLOO,,,team1,ESL Challenger League Season 49 Asia-Pacific,0
hltv_match_2382126,2025-05-04 05:55:00+00:00,BIG,HEROIC,,,team2,MESA Nomadic Masters Spring 2025,0
hltv_match_2382084,2025-05-04 07:00:00+00:00,BetBoom,RUBY,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382143,2025-05-04 07:00:00+00:00,Sangal,Alliance,,,team1,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2381546,2025-05-04 08:00:00+00:00,ECSTATIC,Partizan,,,team1,A1 Gaming League Season 10,0
hltv_match_2382210,2025-05-04 08:30:00+00:00,hypewrld,Cyber Empire,,,team2,kleverr Virsliga Season 4 Finals,0
hltv_match_2382145,2025-05-04 10:00:00+00:00,UNiTY,Zero Tenacity,,,team2,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2381918,2025-05-04 10:00:00+00:00,Falcons,Vitality,,,team2,BLAST Rivals 2025 Season 1,0
hltv_match_2381547,2025-05-04 10:30:00+00:00,ENCE,9INE,,,team1,A1 Gaming League Season 10,0
hltv_match_2382168,2025-05-05 04:00:00+00:00,GUN5,NOVAQ,,,team1,BetBoom LanDaLan 2,0
hltv_match_2382147,2025-05-05 04:00:00+00:00,AMKAL,RUBY,,,team2,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2382149,2025-05-05 07:00:00+00:00,Sashi,Zero Tenacity,,,team2,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2382088,2025-05-05 07:00:00+00:00,ENCE,CYBERSHOKE,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382089,2025-05-05 10:00:00+00:00,fnatic,Passion UA,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382161,2025-05-05 10:00:00+00:00,Fire Flux,FAVBET,,,team2,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382064,2025-05-05 11:00:00+00:00,Nexus,Sashi,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2382170,2025-05-05 11:25:00+00:00,Spirit Academy,ARCRED,,,team1,BetBoom LanDaLan 2,0
hltv_match_2382148,2025-05-05 13:00:00+00:00,FAVBET,Sangal,,,team1,CCT Season 3 Europe Series 1 Closed Qualifier,0
hltv_match_2382090,2025-05-05 13:00:00+00:00,OG,Zero Tenacity,,,team1,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382270,2025-05-06 02:40:00+00:00,The Huns,JiJieHao,,,team2,Hero Esports Asian Champions League 2025,0
hltv_match_2382163,2025-05-06 04:00:00+00:00,ECLOT,Sangal,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382092,2025-05-06 07:00:00+00:00,fnatic,ENCE,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382152,2025-05-06 07:00:00+00:00,Passion UA,Nexus,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382284,2025-05-06 07:00:00+00:00,TYLOO,Change The Game,,,team1,XSE Pro League Chengdu 2025 Closed Qualifier,0
hltv_match_2382164,2025-05-06 07:00:00+00:00,Sashi,UNiTY,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382172,2025-05-06 07:25:00+00:00,Spirit Academy,PARIVISION,,,team1,BetBoom LanDaLan 2,0
hltv_match_2382066,2025-05-06 09:00:00+00:00,GUN5,9INE,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2382256,2025-05-06 10:00:00+00:00,Nexus,CYBERSHOKE,,,team2,YGames Pro Series Season 5,0
hltv_match_2382165,2025-05-06 10:00:00+00:00,Zero Tenacity,RUBY,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382093,2025-05-06 10:30:00+00:00,500,ECSTATIC,,,team2,Thunderpick World Championship 2025 European Series 1,0
hltv_match_2382285,2025-05-06 10:45:00+00:00,Rare Atom,E9,,,team1,XSE Pro League Chengdu 2025 Closed Qualifier,0
hltv_match_2382257,2025-05-06 13:15:00+00:00,ENCE,Sangal,,,team2,YGames Pro Series Season 5,0
hltv_match_2382174,2025-05-06 13:25:00+00:00,GUN5,1win,,,team2,BetBoom LanDaLan 2,0
hltv_match_2382005,2025-05-06 14:00:00+00:00,FAVBET,Spirit Academy,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382003,2025-05-06 14:00:00+00:00,B8,Zero Tenacity,,,team1,ESL Challenger League Season 49 Europe,0
hltv_match_2382068,2025-05-06 14:15:00+00:00,Sashi,Partizan,,,team2,Tipsport Conquest of Prague 2025,0
hltv_match_2382017,2025-05-06 18:00:00+00:00,Fluxo,Yawara,,,team1,ESL Challenger League Season 49 South America,0
hltv_match_2382018,2025-05-06 18:00:00+00:00,KRÜ,GameHunters,,,team2,ESL Challenger League Season 49 South America,0
hltv_match_2382035,2025-05-06 21:00:00+00:00,Marsborne,Legacy,,,team2,ESL Challenger League Season 49 North America,0
hltv_match_2382272,2025-05-07 02:40:00+00:00,TYLOO,Rare Atom,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382305,2025-05-07 12:00:00+00:00,Nexus,Sashi,,,team2,Rainbet Cup 2025,0
hltv_match_2382158,2025-05-07 13:15:00+00:00,ECSTATIC,Fire Flux,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382009,2025-05-07 14:00:00+00:00,Spirit Academy,Zero Tenacity,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382006,2025-05-07 14:00:00+00:00,SINNERS,PARIVISION,,,team1,ESL Challenger League Season 49 Europe,0
hltv_match_2382007,2025-05-07 14:00:00+00:00,Betera,B8,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382070,2025-05-07 14:45:00+00:00,ENCE,Partizan,,,team1,Tipsport Conquest of Prague 2025,0
hltv_match_2382341,2025-05-07 14:50:00+00:00,UNiTY,K27,,,team2,Exort Series 10,0
hltv_match_2382022,2025-05-07 18:00:00+00:00,Yawara,Bounty Hunters,,,team2,ESL Challenger League Season 49 South America,0
hltv_match_2382021,2025-05-07 18:00:00+00:00,Sharks,Fluxo,,,team2,ESL Challenger League Season 49 South America,0
hltv_match_2382023,2025-05-07 18:00:00+00:00,RED Canids,GameHunters,,,team2,ESL Challenger League Season 49 South America,0
hltv_match_2382274,2025-05-08 02:40:00+00:00,JiJieHao,Lynn Vision,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382288,2025-05-08 04:00:00+00:00,SINNERS,Zero Tenacity,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382265,2025-05-08 07:00:00+00:00,Sashi,Zero Tenacity,,,team1,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382289,2025-05-08 07:00:00+00:00,9INE,FAVBET,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382180,2025-05-08 08:00:00+00:00,Spirit Academy,ARCRED,,,team1,BetBoom LanDaLan 2,0
hltv_match_2382343,2025-05-08 11:30:00+00:00,Young Ninjas,K27,,,team2,Exort Series 10,0
hltv_match_2382291,2025-05-08 13:00:00+00:00,Passion UA,Fire Flux,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382072,2025-05-08 13:30:00+00:00,fnatic,ECLOT,,,team1,Tipsport Conquest of Prague 2025,0
hltv_match_2382012,2025-05-08 14:00:00+00:00,Zero Tenacity,PARIVISION,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382010,2025-05-08 14:00:00+00:00,SINNERS,B8,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382309,2025-05-08 15:35:00+00:00,GUN5,Nexus,,,team1,Rainbet Cup 2025,0
hltv_match_2382025,2025-05-08 18:00:00+00:00,Sharks,GameHunters,,,team1,ESL Challenger League Season 49 South America,0
hltv_match_2382275,2025-05-09 02:40:00+00:00,TYLOO,FlyQuest,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382267,2025-05-09 04:00:00+00:00,Fire Flux,Zero Tenacity,,,team2,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382292,2025-05-09 04:00:00+00:00,CYBERSHOKE,Nexus,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382384,2025-05-09 06:30:00+00:00,Leo,ESC,,,team2,European Pro League 2nd Division Season 22,0
hltv_match_2382277,2025-05-09 06:40:00+00:00,Rare Atom,NomadS,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382293,2025-05-09 07:00:00+00:00,Partizan,RUBY,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382294,2025-05-09 10:00:00+00:00,ECSTATIC,Monte,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382269,2025-05-09 10:00:00+00:00,RUBY,Sangal,,,team2,YaLLa Compass 2025 Contenders 1 Closed Qualifier,0
hltv_match_2382013,2025-05-09 14:00:00+00:00,Betera,PARIVISION,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382027,2025-05-09 18:00:00+00:00,Sharks,Bounty Hunters,,,team1,ESL Challenger League Season 49 South America,0
hltv_match_2382201,2025-05-10 01:00:00+00:00,Aurora,BIG,,,team2,PGL Astana 2025,0
hltv_match_2382202,2025-05-10 01:00:00+00:00,Astralis,ODDIK,,,team1,PGL Astana 2025,0
hltv_match_2382278,2025-05-10 02:40:00+00:00,Lynn Vision,The Huns,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382204,2025-05-10 03:45:00+00:00,G2,MIBR,,,team2,PGL Astana 2025,0
hltv_match_2382403,2025-05-10 04:00:00+00:00,SINNERS,FAVBET,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382203,2025-05-10 04:20:00+00:00,The MongolZ,FURIA,,,team1,PGL Astana 2025,0
hltv_match_2382279,2025-05-10 05:45:00+00:00,FlyQuest,Rare Atom,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382386,2025-05-10 06:30:00+00:00,CPH Wolves,WOPA,,,team1,European Pro League 2nd Division Season 22,0
hltv_match_2382206,2025-05-10 06:50:00+00:00,Virtus.pro,Ninjas in Pyjamas,,,team2,PGL Astana 2025,0
hltv_match_2382404,2025-05-10 07:00:00+00:00,ECLOT,Fire Flux,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382205,2025-05-10 07:10:00+00:00,Natus Vincere,M80,,,team1,PGL Astana 2025,0
hltv_match_2381548,2025-05-10 08:00:00+00:00,Spirit Academy,ENCE,,,team2,A1 Gaming League Season 10,0
hltv_match_2382000,2025-05-10 09:00:00+00:00,Metizport,Alliance,,,team2,Svenska CS-Ligan 2025,0
hltv_match_2382207,2025-05-10 09:00:00+00:00,Spirit,GamerLegion,,,team1,PGL Astana 2025,0
hltv_match_2382405,2025-05-10 10:00:00+00:00,9INE,Zero Tenacity,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382208,2025-05-10 10:15:00+00:00,paiN,HOTU,,,team1,PGL Astana 2025,0
hltv_match_2381549,2025-05-10 11:10:00+00:00,BetBoom,ECSTATIC,,,team2,A1 Gaming League Season 10,0
hltv_match_2382014,2025-05-10 14:00:00+00:00,SINNERS,PARIVISION,,,team2,ESL Challenger League Season 49 Europe,0
hltv_match_2382220,2025-05-11 01:00:00+00:00,Virtus.pro,M80,,,team1,PGL Astana 2025,0
hltv_match_2382219,2025-05-11 01:00:00+00:00,The MongolZ,MIBR,,,team1,PGL Astana 2025,0
hltv_match_2382280,2025-05-11 02:40:00+00:00,JiJieHao,Lynn Vision,,,team2,Hero Esports Asian Champions League 2025,0
hltv_match_2382221,2025-05-11 02:45:00+00:00,Astralis,paiN,,,team1,PGL Astana 2025,0
hltv_match_2382387,2025-05-11 04:00:00+00:00,ECLOT,Monte,,,team1,Galaxy Battle 2025 Phase 2,0
hltv_match_2382475,2025-05-11 04:00:00+00:00,Inner Circle,Young Ninjas,,,team1,United21 League Season 31,0
hltv_match_2382222,2025-05-11 04:20:00+00:00,GamerLegion,FURIA,,,team2,PGL Astana 2025,0
hltv_match_2382223,2025-05-11 04:55:00+00:00,Natus Vincere,BIG,,,team1,PGL Astana 2025,0
hltv_match_2382281,2025-05-11 05:45:00+00:00,TYLOO,FlyQuest,,,team1,Hero Esports Asian Champions League 2025,0
hltv_match_2382408,2025-05-11 07:00:00+00:00,Partizan,Passion UA,,,team2,CCT Season 3 Europe Series 1,0
hltv_match_2382225,2025-05-11 07:05:00+00:00,Spirit,Ninjas in Pyjamas,,,team1,PGL Astana 2025,0
hltv_match_2382224,2025-05-11 07:25:00+00:00,Aurora,HOTU,,,team1,PGL Astana 2025,0
hltv_match_2382388,2025-05-11 07:30:00+00:00,CYBERSHOKE,Sashi,,,team2,Galaxy Battle 2025 Phase 2,0
hltv_match_2382389,2025-05-11 11:00:00+00:00,FORZE Reload,Partizan,,,team1,Galaxy Battle 2025 Phase 2,0
hltv_match_2381550,2025-05-11 11:00:00+00:00,ENCE,ECSTATIC,,,team2,A1 Gaming League Season 10,0
hltv_match_2382226,2025-05-11 11:00:00+00:00,G2,ODDIK,,,team2,PGL Astana 2025,0
hltv_match_2382307,2025-05-11 12:00:00+00:00,9INE,CYBERSHOKE,,,team1,Rainbet Cup 2025,0
hltv_match_2382410,2025-05-11 13:00:00+00:00,Nexus,RUBY,,,team1,CCT Season 3 Europe Series 1,0
hltv_match_2382015,2025-05-11 14:00:00+00:00,B8,PARIVISION,,,team1,ESL Challenger League Season 49 Europe,0
hltv_match_2382227,2025-05-12 01:00:00+00:00,FURIA,MIBR,,,team1,PGL Astana 2025,0
hltv_match_2382228,2025-05-12 01:00:00+00:00,BIG,Virtus.pro,,,team2,PGL Astana 2025,0
hltv_match_2382230,2025-05-12 02:55:00+00:00,paiN,ODDIK,,,team2,PGL Astana 2025,0
hltv_match_2382391,2025-05-12 04:00:00+00:00,Nexus,Fire Flux,,,team1,Galaxy Battle 2025 Phase 2,0
hltv_match_2382477,2025-05-12 04:00:00+00:00,ESC,BRUTE,,,team1,United21 League Season 31,0
hltv_match_2382229,2025-05-12 04:20:00+00:00,Ninjas in Pyjamas,Aurora,,,team2,PGL Astana 2025,0
hltv_match_2382457,2025-05-12 05:00:00+00:00,Change The Game,E9,,,team2,XSE Pro League Chengdu 2025 Closed Qualifier,0
hltv_match_2382232,2025-05-12 05:15:00+00:00,GamerLegion,HOTU,,,team2,PGL Astana 2025,0
hltv_match_2382417,2025-05-12 06:30:00+00:00,CPH Wolves,G2 Ares,,,team1,European Pro League 2nd Division Season 22,0
hltv_match_2382468,2025-05-12 07:00:00+00:00,Spirit Academy,Monte,,,team2,YaLLa Compass 2025 Contenders 1,0
hltv_match_2382234,2025-05-12 07:10:00+00:00,M80,G2,,,team2,PGL Astana 2025,0
hltv_match_2382231,2025-05-12 07:30:00+00:00,The MongolZ,Natus Vincere,,,team1,PGL Astana 2025,0
hltv_match_2382456,2025-05-12 08:15:00+00:00,Steel Helmet,GATERON,,,team1,XSE Pro League Chengdu 2025 Closed Qualifier,0
hltv_match_2382233,2025-05-12 10:00:00+00:00,Astralis,Spirit,,,team2,PGL Astana 2025,0
hltv_match_2382459,2025-05-12 10:00:00+00:00,Partizan,FAVBET,,,team2,CCT Season 3 Europe Series 1,0
