match_id,date,team_a,team_b,score_a,score_b,winner,event,maps
hltv_match_2373254,2024-06-28 16:50:00+00:00,Sharks,KRÜ,,,team1,United21 League South America Season 1,0
hltv_match_2373331,2024-06-30 08:15:00+00:00,kONO,Lazer Cats,,,team1,ROG Summer Cup 2024,0
hltv_match_2373339,2024-07-05 07:50:00+00:00,kONO,Johnny Speeds,,,team2,United21 League Season 17,0
hltv_match_2373340,2024-07-06 04:00:00+00:00,BRUTE,kONO,,,team2,United21 League Season 17,0
hltv_match_2373348,2024-07-08 11:10:00+00:00,BESTIA,Bounty Hunters,,,team2,CBCS Season 5,0
hltv_match_2373412,2024-07-09 06:00:00+00:00,Passion UA,Insilio,,,team1,Skin.Club Summer Cup 2024,0
hltv_match_2373428,2024-07-09 07:30:00+00:00,Johnny Speeds,9INE,,,team1,European Pro League Season 17,0
hltv_match_2373354,2024-07-09 16:30:00+00:00,RED Canids,Bounty Hunters,,,team1,CBCS Season 5,0
hltv_match_2373355,2024-07-09 17:30:00+00:00,KRÜ,Sharks,,,team1,CBCS Season 5,0
hltv_match_2373414,2024-07-10 06:00:00+00:00,Sashi,9INE,,,team1,Skin.Club Summer Cup 2024,0
hltv_match_2373416,2024-07-10 08:45:00+00:00,Sashi,Johnny Speeds,,,team2,Skin.Club Summer Cup 2024,0
hltv_match_2373364,2024-07-10 16:40:00+00:00,Sharks,BESTIA,,,team1,CBCS Season 5,0
hltv_match_2373494,2024-07-11 04:00:00+00:00,The MongolZ,Steel Helmet,,,team1,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373498,2024-07-11 06:30:00+00:00,The MongolZ,Rare Atom,,,team2,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373358,2024-07-11 14:30:00+00:00,RED Canids,KRÜ,,,team1,CBCS Season 5,0
hltv_match_2373368,2024-07-11 14:45:00+00:00,Sharks,Bounty Hunters,,,team2,CBCS Season 5,0
hltv_match_2373359,2024-07-11 17:55:00+00:00,ODDIK,Legacy,,,team1,CBCS Season 5,0
hltv_match_2373496,2024-07-12 04:00:00+00:00,TYLOO,Alter Ego,,,team1,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373501,2024-07-12 06:30:00+00:00,TYLOO,Chinggis Warriors,,,team1,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373503,2024-07-12 09:05:00+00:00,Chinggis Warriors,Alter Ego,,,team2,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373370,2024-07-12 14:25:00+00:00,Legacy,Bounty Hunters,,,team1,CBCS Season 5,0
hltv_match_2373504,2024-07-13 03:00:00+00:00,Rare Atom,Alter Ego,,,team1,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373506,2024-07-13 10:10:00+00:00,Rare Atom,TYLOO,,,team1,5E Arena Asia Cup Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373373,2024-07-13 11:00:00+00:00,ODDIK,KRÜ,,,team1,CBCS Season 5,0
hltv_match_2373372,2024-07-13 14:25:00+00:00,RED Canids,Legacy,,,team2,CBCS Season 5,0
hltv_match_2373374,2024-07-14 11:15:00+00:00,Legacy,ODDIK,,,team2,CBCS Season 5,0
hltv_match_2373440,2024-07-15 04:00:00+00:00,UNiTY,kONO,,,team1,European Pro League Season 17,0
hltv_match_2373217,2024-07-15 05:00:00+00:00,Passion UA,WOPA,,,team1,CCT Season 2 Europe Series 6,0
hltv_match_2373554,2024-07-15 05:00:00+00:00,Sangal,Rebels,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373525,2024-07-15 07:00:00+00:00,SINNERS,Nexus,,,team2,Shuffle Masters Season 1,0
hltv_match_2373218,2024-07-15 08:00:00+00:00,GUN5,CPH Wolves,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373556,2024-07-15 11:00:00+00:00,B8,9INE,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373557,2024-07-15 14:00:00+00:00,Nemiga,Passion UA,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373657,2024-07-15 14:00:00+00:00,SAW,SINNERS,,,team1,ESL Challenger League Season 48 Europe,0
hltv_match_2373220,2024-07-15 14:00:00+00:00,VP.Prodigy,Aurora Young Blud,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373668,2024-07-15 18:00:00+00:00,Sharks,KRÜ,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373666,2024-07-15 19:00:00+00:00,Fluxo,Dusty Roots,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373676,2024-07-15 19:00:00+00:00,KRÜ,Sharks,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373674,2024-07-15 19:55:00+00:00,Dusty Roots,Fluxo,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373624,2024-07-15 21:00:00+00:00,BOSS,Mythic,,,team1,ESL Challenger League Season 48 North America,0
hltv_match_2373628,2024-07-15 22:00:00+00:00,Mythic,BOSS,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373641,2024-07-16 05:00:00+00:00,Rooster,Mindfreak,,,team1,ESL Challenger League Season 48 Oceania,0
hltv_match_2373558,2024-07-16 05:00:00+00:00,Zero Tenacity,EYEBALLERS,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373221,2024-07-16 05:00:00+00:00,SINNERS,BC.Game,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373648,2024-07-16 05:45:00+00:00,Mindfreak,Rooster,,,team2,ESL Challenger League Season 48 Oceania,0
hltv_match_2373510,2024-07-16 08:00:00+00:00,ECLOT,FAVBET,,,team2,Elisa Invitational Fall 2024 Contenders,0
hltv_match_2373527,2024-07-16 10:00:00+00:00,Johnny Speeds,Young Ninjas,,,team1,Shuffle Masters Season 1,0
hltv_match_2373560,2024-07-16 11:00:00+00:00,fnatic,CYBERSHOKE,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373697,2024-07-16 12:00:00+00:00,GUN5,Betera,,,team2,ESL Challenger League Season 48 Europe,0
hltv_match_2373399,2024-07-16 13:00:00+00:00,BESTIA,ODDIK,,,team2,EPL World Series Americas Season 9,0
hltv_match_2373528,2024-07-16 13:00:00+00:00,9INE,CPH Wolves,,,team1,Shuffle Masters Season 1,0
hltv_match_2373660,2024-07-16 14:00:00+00:00,Nemiga,ARCRED,,,team1,ESL Challenger League Season 48 Europe,0
hltv_match_2373661,2024-07-16 14:00:00+00:00,Monte,Zero Tenacity,,,team2,ESL Challenger League Season 48 Europe,0
hltv_match_2373561,2024-07-16 14:05:00+00:00,Ninjas in Pyjamas,Nexus,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373542,2024-07-16 16:00:00+00:00,KRÜ,Dusty Roots,,,team2,CCT Season 2 South America Series 2,0
hltv_match_2373685,2024-07-16 18:00:00+00:00,BESTIA,ODDIK,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373681,2024-07-16 18:00:00+00:00,Galorys,paiN,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373679,2024-07-16 18:00:00+00:00,Sharks,RED Canids,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373693,2024-07-16 18:55:00+00:00,ODDIK,BESTIA,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373689,2024-07-16 19:15:00+00:00,paiN,Galorys,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373687,2024-07-16 19:25:00+00:00,RED Canids,Sharks,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373632,2024-07-16 20:30:00+00:00,Wildcard,LAG,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373638,2024-07-16 21:30:00+00:00,LAG,Wildcard,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373562,2024-07-17 05:00:00+00:00,Rebels,9INE,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373225,2024-07-17 05:00:00+00:00,GUN5,WOPA,,,team1,CCT Season 2 Europe Series 6,0
hltv_match_2373269,2024-07-17 07:35:00+00:00,MOUZ,Sashi,,,team1,Esports World Cup 2024,0
hltv_match_2373275,2024-07-17 07:40:00+00:00,G2,The MongolZ,,,team1,Esports World Cup 2024,0
hltv_match_2373274,2024-07-17 07:55:00+00:00,FaZe,FlyQuest,,,team1,Esports World Cup 2024,0
hltv_match_2373226,2024-07-17 08:00:00+00:00,VP.Prodigy,RUBY,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373563,2024-07-17 08:00:00+00:00,Aurora Young Blud,Passion UA,,,team2,RES Regional Series 6 Europe,0
hltv_match_2373546,2024-07-17 10:00:00+00:00,KRÜ,Yawara,,,team1,CCT Season 2 South America Series 2,0
hltv_match_2373273,2024-07-17 10:55:00+00:00,Vitality,M80,,,team1,Esports World Cup 2024,0
hltv_match_2373271,2024-07-17 10:55:00+00:00,Natus Vincere,FURIA,,,team1,Esports World Cup 2024,0
hltv_match_2373564,2024-07-17 11:00:00+00:00,Sangal,B8,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373270,2024-07-17 14:00:00+00:00,Spirit,MIBR,,,team1,Esports World Cup 2024,0
hltv_match_2373701,2024-07-17 14:15:00+00:00,SAW,Sangal,,,team1,ESL Challenger League Season 48 Europe,0
hltv_match_2373723,2024-07-17 18:00:00+00:00,Fluxo,BESTIA,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373726,2024-07-17 18:00:00+00:00,ODDIK,Sharks,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373725,2024-07-17 18:00:00+00:00,Imperial,KRÜ,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373729,2024-07-17 19:00:00+00:00,Galorys,Dusty Roots,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373733,2024-07-17 19:00:00+00:00,Sharks,ODDIK,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373730,2024-07-17 19:00:00+00:00,BESTIA,Fluxo,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373732,2024-07-17 19:00:00+00:00,KRÜ,Imperial,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373736,2024-07-17 20:00:00+00:00,Dusty Roots,Galorys,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373704,2024-07-17 21:00:00+00:00,NRG,Mythic,,,team1,ESL Challenger League Season 48 North America,0
hltv_match_2373707,2024-07-17 21:00:00+00:00,BOSS,LAG,,,team1,ESL Challenger League Season 48 North America,0
hltv_match_2373709,2024-07-17 22:00:00+00:00,Mythic,NRG,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373712,2024-07-17 22:00:00+00:00,LAG,BOSS,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373566,2024-07-18 05:00:00+00:00,EYEBALLERS,CYBERSHOKE,,,team2,RES Regional Series 6 Europe,0
hltv_match_2373512,2024-07-18 05:00:00+00:00,kONO,Lilmix,,,team2,Elisa Invitational Fall 2024 Contenders,0
hltv_match_2373229,2024-07-18 05:00:00+00:00,Passion UA,CPH Wolves,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373650,2024-07-18 05:00:00+00:00,Rooster,DXA,,,team2,ESL Challenger League Season 48 Oceania,0
hltv_match_2373654,2024-07-18 06:00:00+00:00,DXA,Rooster,,,team2,ESL Challenger League Season 48 Oceania,0
hltv_match_2373277,2024-07-18 06:35:00+00:00,FlyQuest,FURIA,,,team2,Esports World Cup 2024,0
hltv_match_2373276,2024-07-18 06:45:00+00:00,JiJieHao,Sashi,,,team2,Esports World Cup 2024,0
hltv_match_2373443,2024-07-18 06:55:00+00:00,Johnny Speeds,Passion UA,,,team2,European Pro League Season 17,0
hltv_match_2373230,2024-07-18 08:00:00+00:00,Metizport,BC.Game,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373278,2024-07-18 08:15:00+00:00,The MongolZ,MIBR,,,team1,Esports World Cup 2024,0
hltv_match_2373533,2024-07-18 10:00:00+00:00,Johnny Speeds,9INE,,,team1,Shuffle Masters Season 1,0
hltv_match_2373280,2024-07-18 10:05:00+00:00,Sashi,FURIA,,,team2,Esports World Cup 2024,0
hltv_match_2373568,2024-07-18 11:00:00+00:00,Zero Tenacity,fnatic,,,team1,RES Regional Series 6 Europe,0
hltv_match_2373755,2024-07-18 11:00:00+00:00,Insilio,EYEBALLERS,,,team1,ESL Challenger League Season 48 Europe,0
hltv_match_2373281,2024-07-18 12:10:00+00:00,The MongolZ,M80,,,team1,Esports World Cup 2024,0
hltv_match_2373327,2024-07-18 12:40:00+00:00,BESTIA,ODDIK,,,team2,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373282,2024-07-18 13:40:00+00:00,FURIA,The MongolZ,,,team1,Esports World Cup 2024,0
hltv_match_2373829,2024-07-18 13:50:00+00:00,Imperial,ODDIK,,,team2,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373569,2024-07-18 14:00:00+00:00,MOUZ NXT,Ninjas in Pyjamas,,,team2,RES Regional Series 6 Europe,0
hltv_match_2373760,2024-07-18 14:00:00+00:00,Fluxo,Galorys,,,team1,Thunderpick World Championship 2024 SA Closed Qualifier 2,0
hltv_match_2373751,2024-07-18 14:00:00+00:00,Aurora,B8,,,team1,ESL Challenger League Season 48 Europe,0
hltv_match_2373285,2024-07-18 15:10:00+00:00,Spirit,G2,,,team2,Esports World Cup 2024,0
hltv_match_2373831,2024-07-18 15:25:00+00:00,Imperial,BESTIA,,,team1,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0
hltv_match_2373741,2024-07-18 18:00:00+00:00,Sharks,Fluxo,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373737,2024-07-18 18:00:00+00:00,Dusty Roots,paiN,,,team2,ESL Challenger League Season 48 South America,0
hltv_match_2373744,2024-07-18 18:50:00+00:00,paiN,Dusty Roots,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373748,2024-07-18 19:10:00+00:00,Fluxo,Sharks,,,team1,ESL Challenger League Season 48 South America,0
hltv_match_2373715,2024-07-18 21:00:00+00:00,Wildcard,Take Flyte,,,team1,ESL Challenger League Season 48 North America,0
hltv_match_2373720,2024-07-18 22:00:00+00:00,Take Flyte,Wildcard,,,team2,ESL Challenger League Season 48 North America,0
hltv_match_2373444,2024-07-19 04:00:00+00:00,Insilio,9INE,,,team2,European Pro League Season 17,0
hltv_match_2373290,2024-07-19 05:00:00+00:00,VP.Prodigy,WOPA,,,team2,CCT Season 2 Europe Series 6,0
hltv_match_2373570,2024-07-19 05:00:00+00:00,Rebels,B8,,,team2,RES Regional Series 6 Europe,0
hltv_match_2373286,2024-07-19 07:30:00+00:00,Vitality,Virtus.pro,,,team2,Esports World Cup 2024,0
hltv_match_2373571,2024-07-19 08:00:00+00:00,Passion UA,Nemiga,,,team1,RES Regional Series 6 Europe,0
